registered_business_name,facility_name,state,suburb,street_address,postcode,primary_anzsic_class_code,primary_anzsic_class_name,main_activities,abn,acn,facility_website,latest_report_year,latest_report_url
NRG GLADSTONE OPERATING SERVICES PTY LTD,Gladstone Power Station,QLD,Gladstone,353 HANSON RD,4680,2611,Fossil Fuel Electricity Generation,Electricity generation using coal or coal derived products,90061519275,061519275,https://www.nrggos.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q019NRG001
NT POWER GENERATION PTY LTD,Yimuyn Manjerr (Mount Todd) Power Station,NT,Mount Todd,-,0850,2611,Fossil Fuel Electricity Generation,Gas Turbine - Electrical Power Generator. Nominal Power 35 MW. The unit is connected to the Darwin to Katherine 132 kV trasmission line and supplies electricity to this line plus the Mt Todd Gold Mine.,51061314921,061314921,,2000/2001,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2001/jurisdiction-facility/NT354
NUBRIK P/L,Scoresby Plant,VIC,Scoresby,525 STUD RD,3179,2021,Clay Brick Manufacturing,Clay bricks and paver manufacturing,59004028559,004028559,,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2008/jurisdiction-facility/00004367
NUBRIK PTY LTD,Austral Bricks,TAS,Longford,CRESSY RD,7301,2021,Clay Brick Manufacturing,"manufacture of clay bricks, blocks & pavers",59004028559,004028559,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/TAS/year/2024/jurisdiction-facility/TAS+118
NUCRUSH PTY LTD,Oxenford Quarries,QLD,Upper Coomera,Maudsland Road,4210,0911,Gravel and Sand Quarrying,Hard rock quarrying operation,23010119981,010119981,http://www.nucrush.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q056NUC001
NUGROW IPSWICH PTY LTD,NuGrow Ipswich,QLD,Swanbank,1 Memorial Drive,4306,2921,Waste Treatment and Disposal Services,Compost and soil manufacturing,34124571875,124571875,https://nugrow.com.au/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q087NUG001
NUPLEX INDUSTRIES (AUST) P/L,Nuplex Resins,VIC,Campbellfield,5-11 REO CR,3061,1821,Synthetic Resin and Synthetic Rubber Manufacturing,Manufacture of acrylic emulsion polymers,25000045572,000045572,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2005/jurisdiction-facility/00011125
NYLEX CORP P/L,Nylex Industrial Products,VIC,Sale,35 MCGHEE ST,3850,1911,Polymer Film and Sheet Packaging Material Manufacturing,Production of vinyl film/sheet and self adhesive products,21084725002,084725002,http://www.nylex.com.au,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2008/jurisdiction-facility/00004616
O-I OPERATIONS (AUSTRALIA) PTY LTD,Visy Glass - Adelaide,SA,West Croydon,617 - 625 PORT RD,5008,2010,Glass and Glass Product Manufacturing,MANUFACTURE OF GLASS CONTAINERS,94004230326,004230326,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0048
O.E. & D.R. POPE PTY. LTD.,Pope Packaging,SA,Woodville North,Corner Leeds Street and Ninth Avenue,5012,1911,Polymer Film and Sheet Packaging Material Manufacturing,Manufacturing,17007645810,007645810,http://www.popes.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0619
OAKEY BEEF EXPORTS PTY. LTD,Oakey Beef Exports Pty Ltd,QLD,Oakey,OAKEY CONNECTION ROAD,4401,1111,Meat Processing,Meat Processing,57009677598,009677598,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q033OAA001
OAKEY POWER HOLDINGS PTY LTD,Oakey Power Station,QLD,Oakey,CNR WARREGO HWY & KEARNEY RD,4401,2611,Fossil Fuel Electricity Generation,Electricity Supply using gas turbines fuelled with natural gas/diesel. Facility includes on site diesel storage.,56075260794,075260794,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q019OPH001
OAKY CREEK COAL P/L,Oaky Creek,QLD,Tieri,Oaky Creek Mine Access Road,4709,0600,Coal Mining,Coal mining,17010202936,010202936,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q020OAK001
OCEANIA GLASS PTY LTD,Oceania Glass (Dandenong site),VIC,Dandenong,95 GREENS RD,3175,2010,Glass and Glass Product Manufacturing,The manufacture and processing of float glass,99630152206,630152206,https://www.oceaniaglass.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004028
OCEANIC COAL AUSTRALIA LIMITED,Macquarie Coal Preparation Plant,NSW,Teralba,End Railway Street,2284,0600,Coal Mining,Coal washery facility with tailings and coarse reject emplacement regions.,39003856782,003856782,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/497
OCTAGON P/L,Mobil Depot Katherine,NT,Katherine,LOT 1834 STUART HWY,0850,2611,Fossil Fuel Electricity Generation,Generation of electricity,28009650668,009650668,http://www.powerwater.com.au,2006/2007,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NT/year/2007/jurisdiction-facility/NT55
OFFSET ALPINE PRINTING PTY LIMITED,Offset Alpine Printing Lidcombe,NSW,Lidcombe,42 Boorea Street,2141,1611,Printing,Printing magazines and catalogues,66003094602,,http://www.pmplimited.com.au/,2016/2017,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2017/jurisdiction-facility/1027
OIL INVESTMENTS PTY LTD,Surat,QLD,Surat,Yannagan Lane,4417,0700,Oil and Gas Extraction,Oil & gas production and processing,29007603349,007603349,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q012OCA005
"OILWELLS, INC. OF KENTUCKY",Utopia Oil Field PL 214,QLD,Eromanga,Utopia Oil Field,4480,0700,Oil and Gas Extraction,Oil Production,18062619774,062619774,http://www.bridgeport.net.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q012OIL001
OLD (WA) PTY LTD,Old (WA) Pty Ltd,WA,Oldbury,Lot 10 Tunney Rd,6121,0171,Poultry Farming (Meat),Chicken raising for meat production,,140806202,,2021/2022,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2022/jurisdiction-facility/WA0590
ONE STEEL,One Steel - Market Mill (Rod Mill),NSW,Mayfield East,Ingall Street,2304,2110,Iron Smelting and Steel Manufacturing,Steel Processing/Fabrication,42004651325,004651325,,1999/2000,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2000/jurisdiction-facility/458
ONEFORTYONE WOOD PRODUCTS PTY LTD,OneFortyOne Wood Products – Jubilee Hwy Sawmill,SA,Mount Gambier,JUBILEE HWY EAST,5290,1411,Log Sawmilling,"Wood Preservation Works, Wood processing works",,621555682,http://www.onefortyone.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0034
ONESTEEL MANUFACTURING P/L,OneSteel Cogeneration Facility,SA,Whyalla,PORT AUGUSTA RD,5600,2611,Fossil Fuel Electricity Generation,ELECTRICITY PRODUCTION,42004651325,004651325,http://www.onesteel.com,2005/2006,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2006/jurisdiction-facility/SA0311
ONESTEEL MANUFACTURING PTY LIMITED,ARDROSSAN DOLOMITE OPERATIONS,SA,Ardrossan,ROWE TCE,5571,0919,Other Construction Material Mining,"MINING, CRUSHING & SIZING & SHIPPING OF DOLOMITE ORE.",42004651325,004651325,http://www.gfgalliance.com/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0253
ONESTEEL MBS P/L,OneSteel Martin Bright,VIC,Somerton,CLIFFORDS RD,3062,2221,Structural Steel Fabricating,"Production of semi finished drawn rods, bars, and shapes in a variety of steel grades. Chrome plating.",76096273979,096273979,http://www.onesteel.com,2007/2008,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2008/jurisdiction-facility/00022816
ONESTEEL NSW PTY LTD,InfraBuild Sydney Steel Mill,NSW,Rooty Hill,22 Kellogg Road,2766,2121,Iron and Steel Casting,Making steel using an electric arc furnace and continuous caster. Manufacturer of structural steel.,59003312892,003312892,https://www.infrabuild.com/,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/455
ONESTEEL QUEENSLAND P/L,OneSteel - Brisbane Mill,QLD,Acacia Ridge,341 BRADMAN ST,4110,2110,Iron Smelting and Steel Manufacturing,Steel processing/fabrication-Mill closed April 2002,77010558871,010558871,,2001/2002,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2002/jurisdiction-facility/Q049OST001
ONESTEEL TRADING PTY LIMITED,ATM Precision Tube Kembla Grange,NSW,Kembla Grange,Reddalls Road,2530,2299,Other Fabricated Metal Product Manufacturing n.e.c.,Form galvanised steel sheeting into rectangular sections and cut to requested lengths. Fabricated metal product manufacturing.,50007519646,007519646,http://www.onesteel.com,2008/2009,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2009/jurisdiction-facility/755
ONSLOW ELECTRIC POWER PTY LTD,ONSLOW POWER STATION,WA,Onslow,ONSLOW RD (ONSLOW SALT SITE),6710,2611,Fossil Fuel Electricity Generation,Energy conversion - natural gas to electricity,73081106176,081106176,,2017/2018,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2018/jurisdiction-facility/WA0676
ONSLOW SALT PTY LTD,Onslow Salt Minesite,WA,Onslow,Onslow Rd,6710,0990,Other Non-Metallic Mineral Mining and Quarrying,Solar Salt Production,26050159558,050159558,www.salt.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0499
OPAL PACKAGING AUSTRALIA PTY LTD,OPAL FIBRE PACKAGING,SA,Athol Park,83 Glenroy Street,5012,1521,Corrugated Paperboard and Paperboard Container Manufacturing,Corrugated board and cardboard box manufacturing,77636682883,636682883,http://www.opalanz.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0455
ORANGE CITY COUNCIL,Icely Road Water Filtration Plant,NSW,Orange,ICELY ROAD,2800,2811,Water Supply,"Water filtration for potable supply, including standard filtation, ozone dosing and biological activated carbon filter",85985402386,,http://www.orangensw.gov.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1146
ORICA AUSTRALIA PTY LTD,Orica Villawood,NSW,Villawood,Gate 1 2 Christina Road,2163,2922,Waste Remediation and Materials Recovery Services,"Remediation project, treating contaminated soil in a direct thermal desorption unit",99004117828,004117828,http://orica.com/villawood,2015/2016,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2016/jurisdiction-facility/1429
ORIGIN ENERGY AUST HOLDING & MT STUART BV,Partnership t/a Origin Energy Mt Stuart,QLD,Stuart,Cnr Hunter St & Bruce Hwy,4811,2611,Fossil Fuel Electricity Generation,Electricity generation - peaking plant,36403527946,,http://www.originenergy.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q019MTS001
ORIGIN ENERGY CSG LIMITED,Moura,QLD,Theodore,Theodore Baralaba Road,4719,0700,Oil and Gas Extraction,Coal Seam Methane Exploration and Production,68001646331,,,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2005/jurisdiction-facility/Q012OCA006
ORIGIN ENERGY ERARING PTY LIMITED,Eraring Power Station,NSW,Eraring,Rocky Point Road,2264,2611,Fossil Fuel Electricity Generation,Coal fired electricity generation,31357688069,,http://www.originenergy.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/226
ORIGIN ENERGY POWER LIMITED,Darling Downs Power Station,QLD,Dalby,121 Grahams Road,4405,2611,Fossil Fuel Electricity Generation,Electricity generation - Combined cycle baseload plant.,93008289398,008289398,http://www.originenergy.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q019ORE004
ORIGIN ENERGY POWER LTD,Bridgestone Cogeneration Plant,SA,Salisbury,COGENERATION PLANT 3 FROST RD,5108,2611,Fossil Fuel Electricity Generation,Electricity and steam production for use in industrial site,93008289398,008289398,,2000/2001,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2001/jurisdiction-facility/SA0312
ORIGIN ENERGY RESOURCES LIMITED,Jingemia,WA,Dongara,JINGEMIA OIL FACILITY OFF BRAND HWY,6525,0700,Oil and Gas Extraction,Oil production,66007845338,007845338,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2014/jurisdiction-facility/WA0615
ORIGIN ENERGY RESOURCES LTD,Heytesbury Gas Facility,VIC,Timboon,GAS WORKS RD NORTH PAARATTE,3268,0700,Oil and Gas Extraction,Gas extraction and production,66007845338,007845338,http://www.santos.com.au,2004/2005,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2005/jurisdiction-facility/00009624
ORIGIN ENERGY RETAIL LTD,Townsville Hospital,QLD,Douglas,ANGUS SMITH DR,4814,2611,Fossil Fuel Electricity Generation,Emergency Power Supply,22078868425,078868425,http://www.originenergy.com.au,2003/2004,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2004/jurisdiction-facility/Q019ORE003
ORIGIN ENERGY URANQUINTY POWER PTY LTD,Origin Energy Uranquinty Power Pty Ltd,NSW,Uranquinty,Uranquinty Cross Rd,2652,2611,Fossil Fuel Electricity Generation,Electricity generation - peaking plant,26120384938,120384938,http://www.originenergy.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1193
ORION MINING PTY LTD,Blair Athol,QLD,Clermont,BLAIR ATHOL COAL PROJECT VIA,4721,0600,Coal Mining,Coal mining,65136602054,136602054,http://www.terracomresources.com,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2024/jurisdiction-facility/Q020PAC001
ORORA LIMITED,Orora Fibre Packaging Smithfield,NSW,Smithfield,Cnr. Warren & Percival Roads,2164,1521,Corrugated Paperboard and Paperboard Container Manufacturing,Design manufacture and distribution of fibreboard boxes and packaging.,55004275165,004275165,http://www.orora.com,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2014/jurisdiction-facility/297
OSBORNE COGENERATION PTY LTD,OSBORNE COGENERATION PLANT,SA,Osborne,HAMILTON AV,5017,2611,Fossil Fuel Electricity Generation,ELECTRICITY PRODUCTION,89072027331,072027331,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/SA/year/2024/jurisdiction-facility/SA0060
OSZ P/L TRADING AS SJQ MYRTEZA FAMILY TRUST,OSZ P/L TRADING AS SJQ MYRTEZA FAMILY TRUST,QLD,Mareeba,668 Tinaroo Creek Road,4880,0171,Poultry Farming (Meat),Meat Chicken Facility,91897019792,,,2022/2023,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2023/jurisdiction-facility/Q086ILB087
OVATO PRINT PTY LTD,OVATO PRINT PTY LTD,VIC,Clayton,37-49 BROWNS RD,3168,1611,Printing,Printing - Heatset web offset,76051706499,051706499,http://www.ovato.com.au,2020/2021,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2021/jurisdiction-facility/00007628
OVERALL FORGE PTY LTD,Overall Forge,NSW,Ettamogah,70 R W Henry Drive ,2640,2210,Iron and Steel Forging,"Forging and machining of steel billets for the mining, petrochemical and aeronautical industries",13000092946,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/NSW/year/2024/jurisdiction-facility/1423
OZTEK HOLDINGS PTY LTD,Oztek,VIC,Barnawartha,158 PLEMINGS RD,3688,1111,Meat Processing,Meat fat rendering,83080871343,080871343,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004318
P & E CRANE INVESTMENTS PTY LTD,Springfield Poultry,QLD,Thornlands,96 Springacre Road,4164,0171,Poultry Farming (Meat),Meat Chicken Facility,99243577669,,,2013/2014,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/QLD/year/2014/jurisdiction-facility/Q086ILB058
P KYME & CO PTY LTD,P Kyme & Co Pty Ltd,WA,Carabooda,LOT 11 KAROBORUP ROAD,6033,0171,Poultry Farming (Meat),Chicken raising for meat production,41008918929,,,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/WA/year/2024/jurisdiction-facility/WA0687
PACCAR AUSTRALIA PTY LTD,Kenworth Trucks,VIC,Bayswater North,20-64 CANTERBURY RD,3153,2311,Motor Vehicle Manufacturing,"Assembly of trucks, minor fabrication of parts",43004669667,004669667,http://www.kenworth.com.au,2023/2024,http://www.npi.gov.au/npidata/action/load/individual-facility-detail/criteria/state/VIC/year/2024/jurisdiction-facility/00004140
